model,disk_id,drive_score,drive_label,n_final_windows,final_window_start,final_window_end
MC1,7,0.4949793487787247,0,30,2019-11-02,2019-12-01
MC1,15,0.5006322334210078,0,30,2019-11-02,2019-12-01
MC1,61,0.5115369518597921,0,30,2019-11-02,2019-12-01
MC1,161,0.49513967434565226,0,30,2019-11-02,2019-12-01
MC1,164,0.4951430131991704,0,30,2019-11-02,2019-12-01
MC1,223,0.49615870614846547,0,30,2019-10-03,2019-11-01
MC1,407,0.49138917624950407,0,30,2019-11-02,2019-12-01
MC1,431,0.500062886873881,0,30,2019-11-02,2019-12-01
MC1,452,0.5255491455396016,0,30,2019-11-02,2019-12-01
MC1,565,0.48115335603555043,0,30,2019-11-02,2019-12-01
MC1,671,0.48780523737271625,0,30,2019-11-02,2019-12-01
MC1,703,0.5022581617037455,0,30,2019-11-02,2019-12-01
MC1,731,0.5032332479953766,0,30,2019-11-02,2019-12-01
MC1,770,0.5032363792260488,0,30,2019-11-02,2019-12-01
MC1,890,0.5130620658397674,1,30,2019-06-20,2019-07-19
MC1,1084,0.48120341897010804,0,30,2019-11-02,2019-12-01
MC1,1155,0.49743906954924266,0,30,2019-11-02,2019-12-01
MC1,1230,0.5178584059079488,0,30,2019-11-02,2019-12-01
MC1,1271,0.49466602901617684,0,30,2019-05-23,2019-06-21
MC1,1306,0.5075830399990082,0,30,2019-11-02,2019-12-01
MC1,1406,0.5005015860001246,0,30,2019-11-02,2019-12-01
MC1,1465,0.4838300327459971,0,30,2019-11-02,2019-12-01
MC1,1492,0.49190448224544525,0,30,2019-11-02,2019-12-01
MC1,1510,0.4860907475153605,0,30,2019-11-02,2019-12-01
MC1,1637,0.49434050818284353,0,30,2019-11-02,2019-12-01
MC1,1854,0.5038528919219971,0,30,2019-11-02,2019-12-01
MC1,2032,0.4865166405836741,0,30,2019-11-02,2019-12-01
MC1,2624,0.5148044387499492,0,30,2018-12-27,2019-01-25
MC1,2835,0.4982195615768433,0,30,2019-11-02,2019-12-01
MC1,2891,0.49949570099512736,0,30,2019-11-02,2019-12-01
MC1,2925,0.5125610450903575,0,30,2019-11-02,2019-12-01
MC1,2977,0.4968070944150289,0,30,2019-11-02,2019-12-01
MC1,2990,0.5001434733470281,0,30,2019-11-02,2019-12-01
MC1,3188,0.5095500032107035,0,30,2019-11-02,2019-12-01
MC1,3300,0.5186136742432912,0,30,2019-11-02,2019-12-01
MC1,3341,0.49532141784826916,0,30,2019-06-21,2019-07-20
MC1,3510,0.4973435451587041,0,30,2019-11-02,2019-12-01
MC1,3566,0.49470607936382294,0,30,2019-11-02,2019-12-01
MC1,3637,0.5050587753454844,0,30,2019-11-02,2019-12-01
MC1,3717,0.4980496674776077,0,30,2019-11-02,2019-12-01
MC1,3776,0.4973391344149907,0,30,2019-11-02,2019-12-01
MC1,3793,0.5188322007656098,0,30,2019-07-19,2019-08-17
MC1,3879,0.4978753676017125,0,30,2019-11-02,2019-12-01
MC1,3914,0.5121851861476898,0,30,2019-11-02,2019-12-01
MC1,4356,0.4968307415644328,1,30,2019-09-02,2019-10-01
MC1,4373,0.4878339946269989,0,30,2019-11-02,2019-12-01
MC1,4414,0.492446834842364,0,30,2019-08-14,2019-09-12
MC1,4442,0.504047836860021,0,30,2019-11-02,2019-12-01
MC1,4500,0.4869229346513748,0,30,2019-11-02,2019-12-01
MC1,4531,0.5034545520941417,0,30,2019-11-02,2019-12-01
MC1,4593,0.5077808380126954,0,30,2019-11-02,2019-12-01
MC1,4624,0.5050513267517089,0,30,2019-11-02,2019-12-01
MC1,4807,0.5080318073431651,0,30,2019-11-02,2019-12-01
MC1,5154,0.4912841280301412,0,30,2019-11-02,2019-12-01
MC1,5386,0.5067532539367676,0,30,2019-11-02,2019-12-01
MC1,5396,0.5040487627188365,1,30,2019-05-03,2019-06-01
MC1,5551,0.5953736146291096,0,30,2019-11-02,2019-12-01
MC1,5968,0.49714112281799316,0,30,2019-11-02,2019-12-01
MC1,6124,0.48440953890482585,0,30,2019-11-02,2019-12-01
MC1,6222,0.4998899390300115,0,30,2019-11-02,2019-12-01
MC1,6242,0.5049043814341228,0,30,2019-11-02,2019-12-01
MC1,6472,0.4940825233856837,0,30,2019-10-19,2019-11-17
MC1,6501,0.5103663702805837,0,30,2019-11-02,2019-12-01
MC1,6512,0.5077955563863118,0,30,2019-11-02,2019-12-01
MC1,6549,0.4981088121732076,0,30,2019-11-02,2019-12-01
MC1,6736,0.503749406337738,0,30,2019-11-02,2019-12-01
MC1,6789,0.5166709264119466,0,30,2019-11-02,2019-12-01
MC1,6801,0.49931700925032296,0,30,2019-11-02,2019-12-01
MC1,6802,0.5013198117415111,0,30,2019-11-02,2019-12-01
MC1,7112,0.49968175689379374,0,30,2019-11-02,2019-12-01
MC1,7209,0.5118257264296214,0,30,2019-11-02,2019-12-01
MC1,7246,0.4876665492852529,0,30,2019-11-02,2019-12-01
MC1,7251,0.4910274902979533,0,30,2019-11-02,2019-12-01
MC1,7298,0.5125055253505707,0,30,2019-11-02,2019-12-01
MC1,7425,0.5034118274847666,0,30,2019-10-19,2019-11-17
MC1,7447,0.5109001596768697,0,30,2019-11-02,2019-12-01
MC1,7498,0.49670160611470543,0,30,2019-11-02,2019-12-01
MC1,7689,0.5086316545804341,0,30,2019-11-02,2019-12-01
MC1,7715,0.5060074905554454,0,30,2019-11-02,2019-12-01
MC1,7800,0.4848925540844599,0,30,2019-11-02,2019-12-01
MC1,7937,0.4983353763818741,0,30,2019-11-02,2019-12-01
MC1,8242,0.519305960337321,0,30,2018-12-29,2019-01-27
MC1,8394,0.5053384462992351,0,30,2019-11-02,2019-12-01
MC1,8613,0.4932397703329722,0,30,2019-10-19,2019-11-17
